theme,kind,vendor_slug,vendor_name,domain,plan_name,monthly_usd,annual_discount_pct,billing_model,setup_fee_usd,minutes_included,calls_included,overage_per_min,overage_per_call,hipaa,baa,soc2,gdpr,free_tier,free_trial_days,key_features,best_for,integrations,source_url,accessed_at,corroboration_url
ai-chatbot-assistants,catalog,perplexity,Perplexity,perplexity.ai,Max,200,,flat,,,,,,,,,,,,,,Slack; API access; Comet browser (early access),https://techcrunch.com/2025/07/02/perplexity-launches-a-200-monthly-subscription-plan/,2026-06-14,
ai-chatbot-assistants,catalog,perplexity,Perplexity,perplexity.ai,Enterprise Pro,40,,per_seat,,,,,,,,,,,,,,Slack; API access; Comet browser (early access),https://techcrunch.com/2025/07/02/perplexity-launches-a-200-monthly-subscription-plan/,2026-06-14,
ai-chatbot-assistants,catalog,microsoft-copilot,Microsoft Copilot,copilot.microsoft.com,Copilot (Free),0,,flat,,,,,,,,,,,,,,Microsoft 365; Word; Excel; PowerPoint; Outlook; Teams; Edge; Bing; Copilot Studio,https://en.wikipedia.org/wiki/Microsoft_Copilot,2026-06-14,
ai-chatbot-assistants,catalog,microsoft-copilot,Microsoft Copilot,copilot.microsoft.com,Copilot Pro,20,,per_seat,,,,,,,,,,,,,,Microsoft 365; Word; Excel; PowerPoint; Outlook; Teams; Edge; Bing; Copilot Studio,https://en.wikipedia.org/wiki/Microsoft_Copilot,2026-06-14,https://www.microsoft.com/en-us/microsoft-365-copilot/pricing
ai-chatbot-assistants,catalog,microsoft-copilot,Microsoft Copilot,copilot.microsoft.com,Microsoft 365 Copilot Business,18,,per_seat,,,,,,,,,,,,,,Microsoft 365; Word; Excel; PowerPoint; Outlook; Teams; Edge; Bing; Copilot Studio,https://www.microsoft.com/en-us/microsoft-365-copilot/pricing,2026-06-14,https://en.wikipedia.org/wiki/Microsoft_Copilot
ai-chatbot-assistants,catalog,microsoft-copilot,Microsoft Copilot,copilot.microsoft.com,Microsoft 365 Copilot Enterprise,,,custom,,,,,,,,,,,,,,Microsoft 365; Word; Excel; PowerPoint; Outlook; Teams; Edge; Bing; Copilot Studio,https://en.wikipedia.org/wiki/Microsoft_Copilot,2026-06-14,
ai-chatbot-assistants,catalog,mistral-vibe,Mistral Vibe (Le Chat),mistral.ai,Free,0,,flat,,,,,,,,,,,,,,CLI; IDE plugins; API access,https://mistral.ai/pricing,2026-06-14,
ai-chatbot-assistants,catalog,mistral-vibe,Mistral Vibe (Le Chat),mistral.ai,Pro,14.99,,flat,,,,,,,,,,,,,,CLI; IDE plugins; API access,https://mistral.ai/pricing,2026-06-14,https://en.wikipedia.org/wiki/Mistral_AI
ai-chatbot-assistants,catalog,mistral-vibe,Mistral Vibe (Le Chat),mistral.ai,Education,5.99,,flat,,,,,,,,,,,,,,CLI; IDE plugins; API access,https://mistral.ai/pricing,2026-06-14,
ai-chatbot-assistants,catalog,mistral-vibe,Mistral Vibe (Le Chat),mistral.ai,Team,24.99,,per_seat,,,,,,,,,,,,,,CLI; IDE plugins; API access,https://mistral.ai/pricing,2026-06-14,
ai-chatbot-assistants,catalog,mistral-vibe,Mistral Vibe (Le Chat),mistral.ai,Enterprise,,,custom,,,,,,,,,,,,,,CLI; IDE plugins; API access,https://mistral.ai/pricing,2026-06-14,
ai-chatbot-assistants,catalog,grok,Grok (xAI),grok.com,Free,0,,flat,,,,,,,,,,,,,,X (Twitter); API access,https://en.wikipedia.org/wiki/Grok_(chatbot),2026-06-14,
ai-chatbot-assistants,catalog,grok,Grok (xAI),grok.com,X Premium,8,,flat,,,,,,,,,,,,,,X (Twitter); API access,https://en.wikipedia.org/wiki/X_Premium,2026-06-14,
ai-chatbot-assistants,catalog,grok,Grok (xAI),grok.com,X Premium+,40,,flat,,,,,,,,,,,,,,X (Twitter); API access,https://en.wikipedia.org/wiki/Grok_(chatbot),2026-06-14,https://techcrunch.com/tag/openai/
ai-coding-assistants,catalog,github-copilot,GitHub Copilot,github.com,Free,0,,flat,,,,,,,,,,,,,,VS Code; Visual Studio; JetBrains IDEs; Neovim; GitHub.com; GitHub Mobile; GitHub CLI,https://github.com/features/copilot/plans,2026-06-14,https://docs.github.com/en/copilot/about-github-copilot/subscription-plans-for-github-copilot
ai-coding-assistants,catalog,github-copilot,GitHub Copilot,github.com,Pro,10,,per_seat,,,,,,,,,,,,,,VS Code; Visual Studio; JetBrains IDEs; Neovim; GitHub.com; GitHub Mobile; GitHub CLI,https://github.com/features/copilot/plans,2026-06-14,https://docs.github.com/en/billing/managing-billing-for-your-products/managing-billing-for-github-copilot/about-billing-for-github-copilot
ai-coding-assistants,catalog,github-copilot,GitHub Copilot,github.com,Pro+,39,,per_seat,,,,,,,,,,,,,,VS Code; Visual Studio; JetBrains IDEs; Neovim; GitHub.com; GitHub Mobile; GitHub CLI,https://github.com/features/copilot/plans,2026-06-14,https://docs.github.com/en/copilot/about-github-copilot/subscription-plans-for-github-copilot
ai-coding-assistants,catalog,github-copilot,GitHub Copilot,github.com,Max,100,,per_seat,,,,,,,,,,,,,,VS Code; Visual Studio; JetBrains IDEs; Neovim; GitHub.com; GitHub Mobile; GitHub CLI,https://github.com/features/copilot/plans,2026-06-14,https://docs.github.com/en/copilot/about-github-copilot/subscription-plans-for-github-copilot
ai-coding-assistants,catalog,github-copilot,GitHub Copilot,github.com,Business,19,,per_seat,,,,,,,,,,,,,,VS Code; Visual Studio; JetBrains IDEs; Neovim; GitHub.com; GitHub Mobile; GitHub CLI,https://docs.github.com/en/copilot/about-github-copilot/subscription-plans-for-github-copilot,2026-06-14,https://docs.github.com/en/billing/managing-billing-for-your-products/managing-billing-for-github-copilot/about-billing-for-github-copilot
ai-coding-assistants,catalog,github-copilot,GitHub Copilot,github.com,Enterprise,39,,per_seat,,,,,,,,,,,,,,VS Code; Visual Studio; JetBrains IDEs; Neovim; GitHub.com; GitHub Mobile; GitHub CLI,https://docs.github.com/en/copilot/about-github-copilot/subscription-plans-for-github-copilot,2026-06-14,https://docs.github.com/en/billing/managing-billing-for-your-products/managing-billing-for-github-copilot/about-billing-for-github-copilot
ai-coding-assistants,catalog,cursor,Cursor,cursor.com,Hobby,0,,flat,,,,,,,,,,,,,,VS Code (fork); MCP; GitHub; GitLab,https://www.cursor.com/pricing,2026-06-14,
ai-coding-assistants,catalog,cursor,Cursor,cursor.com,Individual,20,,per_seat,,,,,,,,,,,,,,VS Code (fork); MCP; GitHub; GitLab,https://www.cursor.com/pricing,2026-06-14,
ai-coding-assistants,catalog,cursor,Cursor,cursor.com,Teams,40,,per_seat,,,,,,,,,,,,,,VS Code (fork); MCP; GitHub; GitLab,https://www.cursor.com/pricing,2026-06-14,
ai-coding-assistants,catalog,cursor,Cursor,cursor.com,Enterprise,,,custom,,,,,,,,,,,,,,VS Code (fork); MCP; GitHub; GitLab,https://www.cursor.com/pricing,2026-06-14,
ai-coding-assistants,catalog,tabnine,Tabnine,tabnine.com,Code Assistant Platform,39,,per_seat,,,,,,,,,,,,,,VS Code; JetBrains IDEs; Visual Studio; Vim; Neovim; Eclipse; Emacs; Bitbucket; GitHub; GitLab; Perforce; Jira; Confluence; Docker; MCP,https://www.tabnine.com/pricing,2026-06-14,
ai-coding-assistants,catalog,tabnine,Tabnine,tabnine.com,Agentic Platform,59,,per_seat,,,,,,,,,,,,,,VS Code; JetBrains IDEs; Visual Studio; Vim; Neovim; Eclipse; Emacs; Bitbucket; GitHub; GitLab; Perforce; Jira; Confluence; Docker; MCP,https://www.tabnine.com/pricing,2026-06-14,
ai-coding-assistants,catalog,windsurf-devin,Windsurf (now Devin),devin.ai,Free,0,,flat,,,,,,,,,,,,,,VS Code (fork); JetBrains IDEs; MCP; GitHub; GitLab,https://devin.ai/pricing,2026-06-14,
ai-coding-assistants,catalog,windsurf-devin,Windsurf (now Devin),devin.ai,Pro,20,,per_seat,,,,,,,,,,,,,,VS Code (fork); JetBrains IDEs; MCP; GitHub; GitLab,https://devin.ai/pricing,2026-06-14,
ai-coding-assistants,catalog,windsurf-devin,Windsurf (now Devin),devin.ai,Max,200,,per_seat,,,,,,,,,,,,,,VS Code (fork); JetBrains IDEs; MCP; GitHub; GitLab,https://devin.ai/pricing,2026-06-14,
ai-coding-assistants,catalog,windsurf-devin,Windsurf (now Devin),devin.ai,Teams,80,,per_seat,,,,,,,,,,,,,,VS Code (fork); JetBrains IDEs; MCP; GitHub; GitLab,https://devin.ai/pricing,2026-06-14,
ai-coding-assistants,catalog,windsurf-devin,Windsurf (now Devin),devin.ai,Enterprise,,,custom,,,,,,,,,,,,,,VS Code (fork); JetBrains IDEs; MCP; GitHub; GitLab,https://devin.ai/pricing,2026-06-14,
ai-coding-assistants,catalog,replit,Replit,replit.com,Starter,0,,flat,,,,,,,,,,,,,,GitHub; Nix; built-in database,https://replit.com/pricing,2026-06-14,
ai-coding-assistants,catalog,replit,Replit,replit.com,Core,20,20,flat,,,,,,,,,,,,,,GitHub; Nix; built-in database,https://replit.com/pricing,2026-06-14,
ai-coding-assistants,catalog,replit,Replit,replit.com,Pro,95,5,flat,,,,,,,,,,,,,,GitHub; Nix; built-in database,https://replit.com/pricing,2026-06-14,
ai-coding-assistants,catalog,replit,Replit,replit.com,Enterprise,,,custom,,,,,,,,,,,,,,GitHub; Nix; built-in database,https://replit.com/pricing,2026-06-14,
ai-coding-assistants,catalog,amazon-q-developer,Amazon Q Developer,aws.amazon.com,Free,0,,flat,,,,,,,,,,,,,,VS Code; JetBrains IDEs; AWS Console; AWS CLI; AWS CDK,https://aws.amazon.com/q/developer/pricing/,2026-06-14,https://docs.aws.amazon.com/amazonq/latest/qdeveloper-ug/pricing.html
ai-coding-assistants,catalog,amazon-q-developer,Amazon Q Developer,aws.amazon.com,Pro,19,,per_seat,,,,,,,,,,,,,,VS Code; JetBrains IDEs; AWS Console; AWS CLI; AWS CDK,https://aws.amazon.com/q/developer/pricing/,2026-06-14,https://docs.aws.amazon.com/amazonq/latest/qdeveloper-ug/pricing.html
ai-coding-assistants,catalog,sourcegraph-cody,Sourcegraph Cody,sourcegraph.com,Enterprise,,,custom,,,,,,,,,,,,,,VS Code; JetBrains IDEs; Neovim; GitHub; GitLab; Bitbucket; Gerrit; Perforce,https://sourcegraph.com/pricing,2026-06-14,
ai-coding-assistants,catalog,jetbrains-ai-assistant,JetBrains AI Assistant,jetbrains.com,AI Pro,10,,per_seat,,,,,,,,,,,,,,IntelliJ IDEA; PyCharm; WebStorm; GoLand; Rider; CLion; DataGrip; RubyMine; PhpStorm; Fleet; GitHub; GitLab,https://devtoolsreview.com/pricing/jetbrains-ai-pricing/,2026-06-14,https://aiproductivity.ai/pricing/jetbrains-ai-assistant/
ai-image-generators,catalog,midjourney,Midjourney,midjourney.com,Basic,10,20,flat,,,,,,,,,,,,,,Discord; Web app,https://www.midjourney.com/pricing,2026-06-13,https://www.eesel.ai/blog/midjourney-pricing
ai-image-generators,catalog,midjourney,Midjourney,midjourney.com,Standard,30,20,flat,,,,,,,,,,,,,,Discord; Web app,https://www.midjourney.com/pricing,2026-06-13,https://www.eesel.ai/blog/midjourney-pricing
ai-image-generators,catalog,midjourney,Midjourney,midjourney.com,Pro,60,20,flat,,,,,,,,,,,,,,Discord; Web app,https://www.midjourney.com/pricing,2026-06-13,https://www.eesel.ai/blog/midjourney-pricing
ai-image-generators,catalog,midjourney,Midjourney,midjourney.com,Mega,120,20,flat,,,,,,,,,,,,,,Discord; Web app,https://www.midjourney.com/pricing,2026-06-13,https://www.eesel.ai/blog/midjourney-pricing
ai-image-generators,catalog,openai-chatgpt,OpenAI ChatGPT,openai.com,Free,0,,flat,,,,,,,,,,,,,,Web app; iOS/Android apps; Desktop apps; API,https://openai.com/chatgpt/pricing/,2026-06-13,https://fritz.ai/chatgpt-pricing/
ai-image-generators,catalog,openai-chatgpt,OpenAI ChatGPT,openai.com,Go,8,,flat,,,,,,,,,,,,,,Web app; iOS/Android apps; Desktop apps; API,https://openai.com/chatgpt/pricing/,2026-06-13,https://fritz.ai/chatgpt-pricing/
ai-image-generators,catalog,openai-chatgpt,OpenAI ChatGPT,openai.com,Plus,20,,flat,,,,,,,,,,,,,,Web app; iOS/Android apps; Desktop apps; API,https://openai.com/chatgpt/pricing/,2026-06-13,https://fritz.ai/chatgpt-pricing/
ai-image-generators,catalog,openai-chatgpt,OpenAI ChatGPT,openai.com,Pro,200,,flat,,,,,,,,,,,,,,Web app; iOS/Android apps; Desktop apps; API,https://openai.com/chatgpt/pricing/,2026-06-13,https://fritz.ai/chatgpt-pricing/
ai-image-generators,catalog,adobe-firefly,Adobe Firefly,adobe.com,Free,0,,flat,,,,,,,,,,,,,,Adobe Photoshop; Adobe Express; Creative Cloud; API,https://www.adobe.com/products/firefly/plans.html,2026-06-13,https://costbench.com/software/ai-image-generators/adobe-firefly/
ai-image-generators,catalog,adobe-firefly,Adobe Firefly,adobe.com,Standard,9.99,,flat,,,,,,,,,,,,,,Adobe Photoshop; Adobe Express; Creative Cloud; API,https://www.adobe.com/products/firefly/plans.html,2026-06-13,https://costbench.com/software/ai-image-generators/adobe-firefly/
ai-image-generators,catalog,adobe-firefly,Adobe Firefly,adobe.com,Pro,19.99,,flat,,,,,,,,,,,,,,Adobe Photoshop; Adobe Express; Creative Cloud; API,https://www.adobe.com/products/firefly/plans.html,2026-06-13,https://costbench.com/software/ai-image-generators/adobe-firefly/
ai-image-generators,catalog,adobe-firefly,Adobe Firefly,adobe.com,Premium,199.99,,flat,,,,,,,,,,,,,,Adobe Photoshop; Adobe Express; Creative Cloud; API,https://www.adobe.com/products/firefly/plans.html,2026-06-13,https://costbench.com/software/ai-image-generators/adobe-firefly/
ai-image-generators,catalog,leonardo-ai,Leonardo.ai,leonardo.ai,Free,0,,flat,,,,,,,,,,,,,,Web app; API; Canvas editor,https://leonardo.ai/pricing/,2026-06-13,https://costbench.com/software/ai-image-generators/leonardo-ai/
ai-image-generators,catalog,leonardo-ai,Leonardo.ai,leonardo.ai,Apprentice,12,20,flat,,,,,,,,,,,,,,Web app; API; Canvas editor,https://leonardo.ai/pricing/,2026-06-13,https://costbench.com/software/ai-image-generators/leonardo-ai/
ai-image-generators,catalog,leonardo-ai,Leonardo.ai,leonardo.ai,Artisan,30,20,flat,,,,,,,,,,,,,,Web app; API; Canvas editor,https://leonardo.ai/pricing/,2026-06-13,https://costbench.com/software/ai-image-generators/leonardo-ai/
ai-image-generators,catalog,leonardo-ai,Leonardo.ai,leonardo.ai,Maestro,60,20,flat,,,,,,,,,,,,,,Web app; API; Canvas editor,https://leonardo.ai/pricing/,2026-06-13,https://costbench.com/software/ai-image-generators/leonardo-ai/
ai-image-generators,catalog,ideogram,Ideogram,ideogram.ai,Free,0,,flat,,,,,,,,,,,,,,Web app; iOS/Android apps; API,https://ideogram.ai/pricing,2026-06-13,https://www.eesel.ai/blog/ideogram-pricing
ai-image-generators,catalog,ideogram,Ideogram,ideogram.ai,Plus,20,25,flat,,,,,,,,,,,,,,Web app; iOS/Android apps; API,https://ideogram.ai/pricing,2026-06-13,https://www.eesel.ai/blog/ideogram-pricing
ai-image-generators,catalog,ideogram,Ideogram,ideogram.ai,Pro,60,30,flat,,,,,,,,,,,,,,Web app; iOS/Android apps; API,https://ideogram.ai/pricing,2026-06-13,https://www.eesel.ai/blog/ideogram-pricing
ai-image-generators,catalog,ideogram,Ideogram,ideogram.ai,Team,30,,per_seat,,,,,,,,,,,,,,Web app; iOS/Android apps; API,https://ideogram.ai/pricing,2026-06-13,https://www.eesel.ai/blog/ideogram-pricing
ai-image-generators,catalog,recraft,Recraft,recraft.ai,Free,0,,flat,,,,,,,,,,,,,,Web app; API; Figma plugin; SSO,https://www.recraft.ai/docs/plans-and-billing/paid-plans,2026-06-13,
ai-image-generators,catalog,recraft,Recraft,recraft.ai,Basic,12,17,flat,,,,,,,,,,,,,,Web app; API; Figma plugin; SSO,https://www.recraft.ai/docs/plans-and-billing/paid-plans,2026-06-13,
ai-image-generators,catalog,recraft,Recraft,recraft.ai,Pro,20,20,flat,,,,,,,,,,,,,,Web app; API; Figma plugin; SSO,https://www.recraft.ai/docs/plans-and-billing/paid-plans,2026-06-13,
ai-image-generators,catalog,recraft,Recraft,recraft.ai,Teams,22,18,per_seat,,,,,,,,,,,,,,Web app; API; Figma plugin; SSO,https://www.recraft.ai/docs/plans-and-billing/paid-plans,2026-06-13,
ai-image-generators,catalog,krea,Krea,krea.ai,Free,0,,flat,,,,,,,,,,,,,,Web app; API; Nodes workflow automation,https://www.krea.ai/pricing,2026-06-13,
ai-image-generators,catalog,krea,Krea,krea.ai,Basic,9,40,flat,,,,,,,,,,,,,,Web app; API; Nodes workflow automation,https://www.krea.ai/pricing,2026-06-13,
ai-image-generators,catalog,krea,Krea,krea.ai,Pro,35,40,flat,,,,,,,,,,,,,,Web app; API; Nodes workflow automation,https://www.krea.ai/pricing,2026-06-13,
ai-image-generators,catalog,krea,Krea,krea.ai,Max,70,40,flat,,,,,,,,,,,,,,Web app; API; Nodes workflow automation,https://www.krea.ai/pricing,2026-06-13,
ai-image-generators,catalog,krea,Krea,krea.ai,Business,200,20,flat,,,,,,,,,,,,,,Web app; API; Nodes workflow automation,https://www.krea.ai/pricing,2026-06-13,
ai-music-generators,catalog,suno,Suno,suno.com,Free,0,,flat,,,,,,,,,,,,,,,https://suno.com/pricing,2026-06-14,https://www.unite.ai/best-ai-music-generators/
ai-music-generators,catalog,suno,Suno,suno.com,Pro,10,20,flat,,,,,,,,,,,,,,,https://suno.com/pricing,2026-06-14,https://www.unite.ai/best-ai-music-generators/
ai-music-generators,catalog,suno,Suno,suno.com,Premier,30,20,flat,,,,,,,,,,,,,,,https://suno.com/pricing,2026-06-14,https://www.unite.ai/best-ai-music-generators/
ai-music-generators,catalog,udio,Udio,udio.com,Free,0,,flat,,,,,,,,,,,,,,,https://www.udio.com/pricing,2026-06-14,https://www.unite.ai/best-ai-music-generators/
ai-music-generators,catalog,udio,Udio,udio.com,Standard,10,20,flat,,,,,,,,,,,,,,,https://www.unite.ai/best-ai-music-generators/,2026-06-14,https://alternativeto.net/software/udio/about/
ai-music-generators,catalog,udio,Udio,udio.com,Pro,30,20,flat,,,,,,,,,,,,,,,https://www.unite.ai/best-ai-music-generators/,2026-06-14,https://alternativeto.net/software/udio/about/
ai-music-generators,catalog,soundraw,Soundraw,soundraw.io,Creator,16.99,35,flat,,,,,,,,,,,,,,,https://www.futurepedia.io/tool/soundraw,2026-06-14,https://www.unite.ai/best-ai-music-generators/
ai-music-generators,catalog,soundraw,Soundraw,soundraw.io,Artist Starter,29.99,35,flat,,,,,,,,,,,,,,,https://www.futurepedia.io/tool/soundraw,2026-06-14,https://www.unite.ai/best-ai-music-generators/
ai-music-generators,catalog,soundraw,Soundraw,soundraw.io,Artist Pro,35.99,35,flat,,,,,,,,,,,,,,,https://www.futurepedia.io/tool/soundraw,2026-06-14,https://www.unite.ai/best-ai-music-generators/
ai-music-generators,catalog,soundraw,Soundraw,soundraw.io,Artist Unlimited,49.99,35,flat,,,,,,,,,,,,,,,https://www.futurepedia.io/tool/soundraw,2026-06-14,https://www.unite.ai/best-ai-music-generators/
ai-music-generators,catalog,soundraw,Soundraw,soundraw.io,Enterprise / API,,,custom,,,,,,,,,,,,,,,https://www.futurepedia.io/tool/soundraw,2026-06-14,
ai-music-generators,catalog,aiva,AIVA,aiva.ai,Free,0,,flat,,,,,,,,,,,,,,,https://www.aiva.ai/pricing,2026-06-14,https://www.unite.ai/best-ai-music-generators/
ai-music-generators,catalog,aiva,AIVA,aiva.ai,Standard,,,flat,,,,,,,,,,,,,,,https://www.aiva.ai/pricing,2026-06-14,https://www.unite.ai/best-ai-music-generators/
ai-music-generators,catalog,aiva,AIVA,aiva.ai,Pro,,,flat,,,,,,,,,,,,,,,https://www.aiva.ai/pricing,2026-06-14,https://www.unite.ai/best-ai-music-generators/
ai-music-generators,catalog,mubert,Mubert,mubert.com,Ambassador,0,,flat,,,,,,,,,,,,,,YouTube; Twitch; TikTok; Instagram Reels; Podcasts,https://www.elegantthemes.com/blog/business/best-ai-music-generators,2026-06-14,https://mubert.com/render/pricing
ai-music-generators,catalog,mubert,Mubert,mubert.com,Paid (entry),11.69,,flat,,,,,,,,,,,,,,YouTube; Twitch; TikTok; Instagram Reels; Podcasts,https://www.elegantthemes.com/blog/business/best-ai-music-generators,2026-06-14,https://toolpilot.ai/products/mubert
ai-music-generators,catalog,loudly,Loudly,loudly.com,Free,0,,flat,,,,,,,,,,,,,,Spotify; Apple Music; YouTube; Amazon Music,https://slashdot.org/software/p/Loudly/,2026-06-14,https://beebom.com/best-ai-music-generators/
ai-music-generators,catalog,loudly,Loudly,loudly.com,Personal,9.99,,flat,,,,,,,,,,,,,,Spotify; Apple Music; YouTube; Amazon Music,https://slashdot.org/software/p/Loudly/,2026-06-14,https://beebom.com/best-ai-music-generators/
ai-music-generators,catalog,boomy,Boomy,boomy.com,Free,0,,flat,,,,,,,,,,,,,,Spotify; Apple Music; YouTube Music; Amazon Music; TikTok,https://www.unite.ai/best-ai-music-generators/,2026-06-14,https://alternativeto.net/software/boomy/about/
ai-music-generators,catalog,boomy,Boomy,boomy.com,Creator,9.99,,flat,,,,,,,,,,,,,,Spotify; Apple Music; YouTube Music; Amazon Music; TikTok,https://www.unite.ai/best-ai-music-generators/,2026-06-14,https://alternativeto.net/software/boomy/about/
ai-music-generators,catalog,boomy,Boomy,boomy.com,Pro,29.99,,flat,,,,,,,,,,,,,,Spotify; Apple Music; YouTube Music; Amazon Music; TikTok,https://www.unite.ai/best-ai-music-generators/,2026-06-14,https://alternativeto.net/software/boomy/about/
ai-receptionists,section,goodcall,Goodcall,goodcall.com,Starter,79,15,flat,,,,,,,,,,,,,,Zapier; Google Voice,https://www.goodcall.com/pricing,2026-06-10,
ai-receptionists,section,goodcall,Goodcall,goodcall.com,Growth,129,15,flat,,,,,,,,,,,,,,Zapier; Google Voice,https://www.goodcall.com/pricing,2026-06-10,
ai-receptionists,section,goodcall,Goodcall,goodcall.com,Scale,249,15,flat,,,,,,,,,,,,,,Zapier; Google Voice,https://www.goodcall.com/pricing,2026-06-10,
